fitness_avg_pic,expression,depth,length,factor_order_in_model,sym,freq,y_train_ret_period,start_date_train,end_date_train,start_date_test,end_date_test,metric,current_time
,"ta_dx_14(TA_SAR(ts_kurt_10(ma25_c), ta_atr_14(oi, v_rsi_6_sum, h_ts_argmax_5)), ts_skew_40(ta_dx_14(ori_trix_8, oi, oi_ccy)), ta_lr_angle_5(ts_argrange_10(ori_trix_8)))",3,16,alpha_3573,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(sar_close, ts_argmax_20(ta_trima_8(mul(fm40, c_ts_sma_21))))",4,7,alpha_3574,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_sum_3(ts_prod_8(neg(ta_mfi_14(ts_lag_17(ori_trix_21), ta_lr_angle_5(c_ta_tsf_5), ta_minus_dm_14(v_trix_8_obv, lgp_shortcut_illiq_6), inv(ma35_c)))))",5,13,alpha_3575,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ta_dema_55(ts_std_20(v_power_a)), ta_beta_5(tan(ts_sma_21(TS_CORR_40(ts_argrange_20(ori_ta_macd), ts_argmin_5(v_rsi_6_sum)))), o_ts_range_10))",6,13,alpha_3576,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(TS_COV_20(c, sarext), volume_macd)",2,5,alpha_3577,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_sma_21(ta_rocp_14(ta_dema_21(ts_max_20(ta_minus_dm_25(ts_argmin_5(ts_delta_17(c_ts_day_min_40)), TS_CORR_40(ts_argrange_20(ori_ta_macd), ts_argmin_5(v_rsi_6_sum)))))))",7,13,alpha_3578,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_delta_17(ts_std_20(ta_lr_angle_20(ta_dema_21(v_cmo_14_obv)))),4,5,alpha_3579,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocp_14(ts_range_20(TA_BOP(v_rsi_6_sum, sarext, v_cci_25_obv, ori_ta_obv)))",3,7,alpha_3580,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_prod_3(ts_kurt_20(ts_lag_17(ori_ta_ad))),3,4,alpha_3581,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_range_10(log(ts_sma_8(ad_index))),3,4,alpha_3582,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_slope_10(TA_BOP(neg(ori_trix_8), ts_sma_55(ori_ta_bop), add(volume_macd, ori_ta_ad), ts_skew_10(l_ts_argmax_20)))",3,11,alpha_3583,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_10(elu(v_sar_obv), ta_lr_intercept_20(elu(ori_ta_obv)))",3,6,alpha_3584,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_mean_return_10(ts_max_5(ta_cmo_25(ts_std_10(elu(ts_argrange_5(ts_std_20(ad_index))))))),7,8,alpha_3585,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_14(ts_sum_3(v_rsi_6_obv)),2,3,alpha_3586,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_25(ta_rsi_24(ts_prod_3(ts_kurt_20(ts_sma_21(v_rsi_24_sum))))),5,6,alpha_3587,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mom_12(ta_beta_10(ta_trix_8(sqrt(ts_max_10(toptrader_oi_lsr))), ta_aroonosc_25(ts_kurt_20(ts_sma_8(ma15_c)), ta_atr_25(ta_minus_dm_14(ori_cmo_25, ori_trix_55), ts_skew_40(v_cmo_14_obv), ts_lag_17(ts_lag_8(sar_close))))))",6,19,alpha_3588,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_lag_17(TS_COV_20(ta_dx_25(ori_trix_55, ts_max_5(sarext), v_trix_8_obv), ta_mom_25(ori_ta_obv)))",4,9,alpha_3589,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_14(ta_rocp_14(ta_ema_21(ts_lag_17(sarext)))),4,5,alpha_3590,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_sma_21(ts_max_10(ta_beta_5(tanh(ts_sum_17(v_rsi_12_obv)), elu(ad_index))))",5,8,alpha_3591,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"sqrt(TA_SAR(ta_mfi_25(sarext, c_ta_tsf_5, l, c_ta_tsf_5), oi))",3,8,alpha_3592,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_mean_return_20(ts_argmin_20(ta_trix_21(ts_max_5(ts_sum_17(sarext))))),5,6,alpha_3593,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mfi_14(v_ts_range_5, v_ts_sma_21, sarext, kdj_k)",1,5,alpha_3594,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_atr_14(v_ts_std_20, v_cmo_14_obv, taker_vol_lsr)",1,4,alpha_3595,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(sarext, ta_willr_14(ts_kurt_20(ta_mfi_25(elu(ori_trix_21), ts_min_20(v_rsi_12_sum), fm30, ma8_c)), ta_ema_8(ori_rsi_24), elu(c_ts_argrange_10)))",5,15,alpha_3596,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_20(ta_ema_8(ts_lag_17(ori_ta_ad)), log(ta_tema_8(TA_BOP(l_ts_argrange_5, l_ts_prod_8, h_line, kdj_d))))",4,11,alpha_3597,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_intercept_5(ta_lr_angle_5(ts_std_10(ts_prod_17(ta_rocr_25(ta_beta_5(ta_ema_21(stdevrate), inv(h_line)))))))",7,10,alpha_3598,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ta_tsf_5(ori_ta_obv), ta_rsi_12(ts_rank_10(h_line)))",3,6,alpha_3599,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_rank_10(ta_tema_8(v_bop_sum)),2,3,alpha_3600,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_mean_return_5(ts_wma_8(ts_wma_8(sarext))),3,4,alpha_3601,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_angle_20(TA_SAR(tanh(v_rsi_6_sum), ta_ema_55(l_ts_argmax_20)))",3,6,alpha_3602,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argmax_10(TS_CORR_40(ts_prod_8(ta_minus_dm_25(v_trix_8_obv, v_rsi_12_obv)), ts_argrange_20(ta_lr_intercept_20(vol_ccy))))",4,9,alpha_3603,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,inv(ta_lr_angle_20(ts_std_20(ori_ta_obv))),3,4,alpha_3604,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dx_14(ta_cmo_14(v_rsi_12_obv), TA_SAR(v_cci_25_sum, v_rsi_24_sum), TS_COV_40(fm40, sar_close))",2,9,alpha_3605,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_std_10(ts_kurt_40(ts_kurt_10(ta_trix_8(ts_argmin_5(v_rsi_12_sum))))),5,6,alpha_3606,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_kurt_20(ta_trima_8(c_power_c)),2,3,alpha_3607,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,log(ts_prod_17(vol_ccy)),2,3,alpha_3608,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_tsf_20(ta_trix_8(ts_wma_21(ta_tema_8(toptrader_oi_lsr)))),4,5,alpha_3609,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocp_25(ta_mom_12(TS_COV_20(TA_SAR(ts_argrange_10(o_ta_lr_slope_10), ts_sma_8(ori_trix_8)), TS_COV_40(stdevrate, ts_sma_8(v_trix_8_obv)))))",5,12,alpha_3610,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_cmo_25(TA_SAR(mfi_30, v_cci_25_obv))",2,4,alpha_3611,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ta_dema_55(ta_dema_55(TS_COV_20(ts_wma_8(c_ts_argrange_10), ta_lr_slope_10(obv_v)))), ta_beta_5(tan(ts_sma_21(ori_trix_21)), o_ts_range_10))",5,13,alpha_3612,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_25(elu(ad_index)),2,3,alpha_3613,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_lr_slope_20(ts_prod_17(ts_kurt_40(ts_delta_17(ta_ema_8(v_bop_sum))))),5,6,alpha_3614,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_mom_12(ta_ema_8(ta_trix_8(ta_mom_25(ta_lr_slope_5(v_cci_25_obv))))),5,6,alpha_3615,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argrange_20(ts_kurt_20(ta_minus_di_14(ta_aroonosc_25(ta_lr_intercept_20(ori_cmo_25), ts_kurt_10(stdevrate)), ta_tema_8(ts_argrange_20(TS_COV_20(ts_sma_8(ad_index), ta_dema_55(v_bop_sum)))), ta_rsi_24(TA_HT_DCPERIOD(kdj_d)))))",7,18,alpha_3616,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argmin_10(ts_kurt_40(TA_SAR(ori_rsi_12, v_bop_sum)))",3,5,alpha_3617,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_SAR(ta_minus_dm_14(stdevrate, ori_ta_ad), ma55_c)",2,5,alpha_3618,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argmax_10(TS_CORR_20(ta_minus_di_25(v_rsi_6_obv, v_bop_sum, c_ts_sma_21), ta_aroonosc_25(h, sar_close)))",3,9,alpha_3619,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_20(ts_lag_8(ta_lr_slope_10(abs(ts_rank_20(kdj_d)))), TS_CORR_40(ta_trix_21(ta_tema_21(v_bop_sum)), ts_argmax_20(ta_trix_55(tan(ori_rsi_24)))))",5,14,alpha_3620,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocr_25(ta_lr_intercept_20(ts_max_5(ts_argrange_10(ta_dx_25(elu(v_bop_sum), TA_HT_DCPERIOD(cci_55), max(v_trix_8_obv, fm30))))))",6,12,alpha_3621,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ts_argmin_10(ta_beta_10(ori_trix_21, c_ts_sma_21)), ta_ema_21(v_bop_sum))",3,7,alpha_3622,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ts_sma_21(ts_argmin_20(mul(ta_minus_dm_25(m_line, sarext), tan(kdj_k)))), ts_delta_8(ta_aroonosc_25(v_rsi_12_obv, fm30)))",5,13,alpha_3623,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ts_argmax_20(ta_mom_25(ta_beta_20(ts_argrange_20(ts_delta_8(ts_sum_3(v_rsi_6_obv))), ta_minus_di_25(TA_HT_DCPERIOD(ta_mom_12(ma15_c)), add(ts_delta_17(ori_ta_obv), sub(close_macd, count_lsr)), ts_argmax_5(min(trades, l_ts_argmax_20)))))), ta_lr_intercept_10(ta_mfi_25(ta_dema_21(ts_sma_8(c_ts_day_min_40)), log(TS_COV_40(v_rsi_6_sum, ori_ta_bop)), max(ts_min_20(v_ts_argrange_10), ta_lr_intercept_5(ts_wma_21(h_ts_std_10))), ts_prod_17(inv(cci_14)))))",7,40,alpha_3624,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"log(TS_CORR_20(ts_rank_20(ts_min_10(lgp_shortcut_illiq_6)), ta_lr_intercept_5(h_ts_argmax_5)))",4,7,alpha_3625,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mfi_25(ts_skew_10(ma55_c), mul(v_cci_25_sum, l_ts_prod_8), ppo, ts_sum_3(ta_rocr_25(ts_argmin_10(sarext))))",4,11,alpha_3626,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_angle_10(ts_delta_17(ts_min_20(ta_lr_intercept_20(ta_cmo_14(TA_SAR(v_rsi_12_obv, oi))))))",6,8,alpha_3627,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_5(ta_rocp_14(ts_std_10(elu(ts_argrange_5(TA_SAR(TS_CORR_40(ts_min_5(ori_ta_obv), ta_lr_angle_5(toptrader_count_lsr)), l_ts_day_min_40))))))",8,12,alpha_3628,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dx_14(tanh(ts_prod_8(max(fm40, v_rsi_12_obv))), ts_max_20(ts_argrange_10(ts_argmin_20(ta_lr_intercept_20(v_rsi_24_obv)))), ta_aroonosc_25(ta_tema_55(ta_tema_55(fm60)), ta_dema_55(ts_prod_17(vol))))",5,18,alpha_3629,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocr_14(ts_range_10(ts_sum_3(ts_prod_8(neg(ta_mfi_14(ts_lag_17(ori_trix_21), ta_lr_angle_5(c_ta_tsf_5), ta_lr_slope_20(TA_HT_DCPERIOD(v_ts_day_max_20)), inv(ma35_c)))))))",8,15,alpha_3630,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_20(ts_min_20(ts_argmin_20(ta_rocr_14(ts_range_10(ta_beta_10(ta_aroonosc_14(toptrader_oi_lsr, v_ta_cmo_25), ta_dema_8(toptrader_count_lsr)))))), ta_tsf_5(ta_tema_21(cci_25)))",7,14,alpha_3631,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_20(ts_std_20(cos(TA_SAR(ts_argrange_10(ta_trix_21(o)), ori_rsi_24))), TA_HT_DCPERIOD(l_ts_prod_8))",6,10,alpha_3632,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mfi_25(TS_COV_20(ta_tema_21(ta_cmo_25(ta_cci_14(ori_ta_bop, v_rsi_12_sum, l_ts_argrange_5))), ts_wma_21(log(ts_sma_8(vol_ccy)))), ts_wma_55(ts_lag_17(TS_CORR_20(sarext, toptrader_count_lsr))), ta_minus_di_25(tanh(ts_delta_17(ta_rsi_24(obv_v))), ta_dema_55(ts_range_20(ta_rsi_24(cci_25))), ta_tema_8(ta_cmo_25(ts_kurt_40(m_line)))), ta_tsf_20(ta_beta_5(ta_cmo_14(ta_rocr_25(sarext)), ta_lr_slope_20(ts_argmin_20(v_bop_sum)))))",5,38,alpha_3633,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(TS_CORR_40(ts_rank_10(ta_cci_25(ts_kurt_10(stdevrate), ta_ema_21(h_ts_kurt_20), ta_lr_intercept_5(ma8_c))), ts_skew_40(ts_argmin_20(ta_mfi_14(h, v_rsi_24_sum, c_ts_sma_21, sar_close)))), neg(ts_kurt_20(ta_tema_55(ts_lag_3(ori_ta_ad)))))",5,22,alpha_3634,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_skew_20(ts_sma_8(ta_beta_10(v_ts_day_max_20, ta_tsf_10(TA_SAR(ts_mean_return_5(ts_argmin_5(stdevrate)), h)))))",7,10,alpha_3635,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(tanh(ts_kurt_20(ta_dema_21(sarext))), ta_beta_20(ts_argrange_10(ori_ta_bop), c_power_c))",4,9,alpha_3636,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"inv(ta_lr_slope_5(ta_minus_dm_25(ma8_c, v_bop_sum)))",3,5,alpha_3637,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_10(ta_trix_21(ts_delta_8(ts_mean_return_5(ta_rocp_25(toptrader_oi_lsr)))), ta_lr_intercept_10(ta_minus_di_14(ta_lr_intercept_5(v_ta_cmo_25), ts_wma_8(ta_ema_8(v_cmo_14_obv)), ta_mfi_25(ta_atr_25(vol_ccy, lgp_shortcut_illiq_6, l_ts_day_min_40), ts_wma_21(mfi_30), ts_sum_3(v_rsi_12_obv), neg(h_ta_lr_angle_10)))))",5,24,alpha_3638,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ts_argmax_20(ts_argmin_5(ts_sum_3(ta_minus_dm_14(ma15_c, sarext)))), ta_lr_intercept_10(ta_mfi_25(ta_dema_21(ts_sma_8(c_ts_day_min_40)), log(ta_tsf_20(v_rsi_6_obv)), max(ts_min_20(v_ts_argrange_10), ts_min_10(h_ta_lr_angle_10)), ts_prod_17(inv(cci_14)))))",5,23,alpha_3639,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ta_trix_8(ts_wma_21(elu(toptrader_count_lsr))), ta_ema_8(TA_SAR(ori_ta_obv, fm60)))",4,9,alpha_3640,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ts_rank_10(ta_cci_25(c_ta_tsf_5, ad_index, cci_55)), ta_mom_12(ad_index))",3,8,alpha_3641,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocp_14(ta_rocp_14(ta_ema_21(ts_sma_8(ta_rocp_14(ta_minus_dm_25(oi, ori_ta_obv))))))",6,8,alpha_3642,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_lr_slope_5(ts_max_5(lgp_shortcut_illiq_6)),2,3,alpha_3643,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_20(TS_CORR_20(ts_wma_21(TA_SAR(ori_trix_55, m_line)), ori_ta_ad))",4,7,alpha_3644,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"mul(ta_lr_intercept_5(ta_trix_8(ts_std_10(v_cmo_14_obv))), tan(TS_CORR_40(ts_sum_17(fm60), TA_SAR(l_ts_argmax_20, elu(ts_argmax_20(ts_range_10(neg(TA_BOP(ori_rsi_12, ma15_c, trades, v_cci_25_sum)))))))))",9,20,alpha_3645,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ta_lr_angle_10(ta_lr_intercept_10(v_rsi_12_obv)), ta_trix_55(ta_lr_intercept_20(ta_willr_25(ts_argmin_10(mfi_30), v_ts_range_5, ta_mfi_14(o_ts_argmin_10, h_ts_argmax_5, cci_55, ma55_c)))))",5,15,alpha_3646,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(tanh(ts_kurt_20(TA_SAR(sarext, fm40))), ta_rocp_25(ma35_c))",4,8,alpha_3647,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_range_10(TA_SAR(ma35_c, v_rsi_24_sum))",2,4,alpha_3648,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mfi_14(ts_min_10(ta_lr_intercept_10(TS_CORR_20(ta_rocp_14(l_line), ta_dema_8(ta_mom_25(TS_CORR_40(sarext, v_rsi_24_sum)))))), TS_CORR_40(ts_sum_3(v_rsi_12_obv), ts_rank_10(ta_cci_25(c_ta_tsf_5, ad_index, cci_55))), ta_mom_12(ts_argmin_20(ta_atr_25(v_rsi_12_obv, ad_real, close_macd))), ta_rsi_6(ta_tema_55(ts_delta_17(v_rsi_12_obv))))",7,29,alpha_3649,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_rank_5(ts_lag_17(ta_dx_25(ts_argmax_20(vol), ta_rocp_14(elu(v_rsi_12_obv)), elu(ma25_c))))",5,10,alpha_3650,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_trima_8(ts_argrange_10(ts_argmin_20(tanh(TS_COV_40(stdevrate, ta_tema_8(TA_SAR(sar_close, o)))))))",7,10,alpha_3651,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ts_sma_21(ts_rank_10(ts_max_10(ts_rank_5(ta_dx_25(sarext, fm30, close_macd))))), ts_kurt_10(sarext))",6,11,alpha_3652,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_20(TA_SAR(ts_prod_8(v_cmo_14_obv), add(ts_range_20(ts_delta_17(ori_trix_21)), v_rsi_24_obv)))",5,9,alpha_3653,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(taker_vol_lsr, ta_ema_55(TS_CORR_40(ts_argrange_5(ori_rsi_6), taker_vol_lsr)))",4,7,alpha_3654,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_slope_5(ta_tsf_5(ta_dema_55(TA_SAR(ori_ta_ad, h_line))))",4,6,alpha_3655,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mfi_14(ta_rocp_25(ta_lr_angle_20(ts_sma_55(v_rsi_24_obv))), ta_minus_dm_25(ta_lr_intercept_10(ts_skew_10(ori_rsi_6)), ts_skew_40(ta_trix_55(ad_real))), ta_trima_8(ta_lr_angle_20(ta_trix_8(mfi_30))), ta_lr_intercept_5(ta_atr_14(ori_trix_8, sar_close, v_sar_obv)))",4,21,alpha_3656,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_mom_12(abs(ts_kurt_10(ts_std_10(ta_lr_angle_5(ts_min_10(v_rsi_24_obv)))))),6,7,alpha_3657,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_angle_20(ta_trix_8(TS_COV_20(TA_SAR(mfi_30, ma35_c), ta_minus_dm_14(ori_trix_21, tanh(ts_sum_17(v_rsi_12_obv))))))",6,11,alpha_3658,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_max_10(ts_kurt_20(ta_rocp_25(inv(ts_argmax_5(ta_lr_slope_5(v_cci_25_obv)))))),6,7,alpha_3659,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_kurt_20(elu(sub(close_macd, ma8_c)))",3,5,alpha_3660,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_20(tanh(ta_beta_10(ts_wma_55(ta_ema_21(sarext)), ta_tsf_20(ts_sum_8(ts_range_20(v_rsi_6_obv))))), v_rsi_12_obv)",6,11,alpha_3661,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_intercept_20(ts_lag_17(TA_BOP(ori_trix_8, mfi_30, ori_ta_ad, v_ts_sma_21)))",3,7,alpha_3662,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_delta_3(ts_argmin_10(ta_minus_dm_25(tan(sarext), sarext)))",4,6,alpha_3663,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ts_min_20(ts_std_40(v_rsi_6_obv)), ts_argrange_10(ts_max_5(TS_CORR_20(ta_tsf_10(ts_rank_20(h_ts_std_10)), ts_mean_return_20(ts_min_5(cci_55))))))",6,13,alpha_3664,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_slope_5(ts_argmax_5(TS_COV_40(c_ta_tsf_5, ta_lr_slope_10(ad_index))))",4,6,alpha_3665,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_prod_17(TA_BOP(ori_trix_8, mfi_30, ori_ta_ad, ta_minus_dm_14(ta_trix_55(ta_trima_21(ts_max_10(ts_max_20(v_ts_range_5)))), ts_sma_55(ts_rank_20(TA_SAR(h_ta_lr_angle_10, v_rsi_24_sum))))))",7,16,alpha_3666,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocr_25(ta_cmo_14(TA_SAR(v_rsi_12_obv, elu(ts_sum_3(v_cci_25_obv)))))",5,7,alpha_3667,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argrange_20(ts_sum_3(TA_BOP(ta_lr_slope_20(v_cmo_14_obv), ts_skew_20(ori_trix_21), ts_wma_8(sarext), ta_atr_14(kdj_d, sarext, v_ts_sma_21))))",4,13,alpha_3668,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_rank_10(ts_rank_20(ta_tsf_20(v_cmo_14_obv))),3,4,alpha_3669,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ta_trix_8(ts_wma_21(ta_tsf_10(ta_minus_dm_14(cci_14, v_power_a)))), ta_trix_8(ta_ema_8(TA_SAR(ori_ta_obv, fm60))))",5,12,alpha_3670,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_skew_20(ts_prod_8(ts_argrange_10(ts_mean_return_20(ta_rocp_14(toptrader_oi_lsr))))),5,6,alpha_3671,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_minus_dm_25(ts_min_20(cci_25), ta_dx_25(TA_SAR(ori_rsi_12, v_bop_sum), obv_v, v_rsi_6_sum))",3,9,alpha_3672,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dx_25(ts_delta_8(ad_index), ts_delta_3(ta_cmo_14(ta_rocp_14(l_line))), c_ts_argrange_10)",4,8,alpha_3673,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_20(ta_dema_21(ts_argrange_10(ta_trima_8(ts_min_10(ts_sma_8(sub(v_cmo_14_obv, v_ts_std_20)))))), TA_BOP(v_ts_argrange_10, ta_cci_25(ts_delta_8(ori_ta_obv), h_line, o_ts_range_10), ma35_c, ma25_c))",7,18,alpha_3674,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_lr_angle_10(ts_kurt_20(ts_argmax_5(elu(v_rsi_6_obv)))),4,5,alpha_3675,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
